date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:31:24	172813/172813	---M-Z	200	added ('OK')	application/javascript	etag:W/%226447c33a-2a30d%22	https://zulu.longines.com/_nuxt/0228767.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/0228767.js	(from https://zulu.longines.com/)
17:31:24	629564/629564	---M-Z	200	added ('OK')	application/javascript	etag:W/%226447c33a-99b3c%22	https://zulu.longines.com/_nuxt/c692f7f.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/c692f7f.js	(from https://zulu.longines.com/)
17:31:24	15984/15984	---M-Z	200	added ('OK')	application/javascript	etag:W/%226447c33a-3e70%22	https://zulu.longines.com/_nuxt/3980eb8.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/3980eb8.js	(from https://zulu.longines.com/)
17:31:25	711207/711207	---M-Z	200	added ('OK')	application/javascript	etag:W/%226447c33a-ada27%22	https://zulu.longines.com/_nuxt/494d762.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/494d762.js	(from https://zulu.longines.com/)
17:31:25	48383/48383	---M-Z	200	added ('OK')	application/javascript	etag:W/%226447c33a-bcff%22	https://zulu.longines.com/_nuxt/2814a6d.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/2814a6d.js	(from https://zulu.longines.com/)
17:31:25	31319/31319	---M-Z	200	added ('OK')	application/javascript	etag:W/%226447c33a-7a57%22	https://zulu.longines.com/_nuxt/9d9fbb8.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/9d9fbb8.js	(from https://zulu.longines.com/)
17:31:25	332489/332489	---M--	200	added ('OK')	image/png	etag:%2264a6bb37-512c9%22	https://zulu.longines.com/images/noise.png	C:/My%20Web%20Sites/reloj/zulu.longines.com/images/noise.png	(from https://zulu.longines.com/)
17:31:25	47884/47884	---M--	200	added ('OK')	font/woff2	etag:%226450e251-bb0c%22	https://zulu.longines.com/_nuxt/fonts/LonginesSerifHeadline-Regular.a291984.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSerifHeadline-Regular.a291984.woff2	(from https://zulu.longines.com/)
17:31:26	48184/48184	---M--	200	added ('OK')	font/woff2	etag:%226450e251-bc38%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Bold.7f22a09.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Bold.7f22a09.woff2	(from https://zulu.longines.com/)
17:31:26	58316/58316	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-e3cc%22	https://zulu.longines.com/_nuxt/fonts/LonginesSerifHeadline-Regular.83d4d66.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSerifHeadline-Regular.83d4d66.woff	(from https://zulu.longines.com/)
17:31:27	48424/48424	---M--	200	added ('OK')	font/woff2	etag:%226450e251-bd28%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Regular.f06da5d.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Regular.f06da5d.woff2	(from https://zulu.longines.com/)
17:31:27	59140/59140	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-e704%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Bold.b82376a.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Bold.b82376a.woff	(from https://zulu.longines.com/)
17:31:28	59260/59260	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-e77c%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Regular.8eb3026.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansHeadline-Regular.8eb3026.woff	(from https://zulu.longines.com/)
17:31:28	46448/46448	---M--	200	added ('OK')	font/woff2	etag:%226450e251-b570%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansText-Light.fc0b85d.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansText-Light.fc0b85d.woff2	(from https://zulu.longines.com/)
17:31:29	57112/57112	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-df18%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansText-Light.592a7c7.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansText-Light.592a7c7.woff	(from https://zulu.longines.com/)
17:31:29	48860/48860	---M--	200	added ('OK')	font/woff2	etag:%226450e251-bedc%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansText-Regular.fb4637a.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansText-Regular.fb4637a.woff2	(from https://zulu.longines.com/)
17:31:30	59712/59712	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-e940%22	https://zulu.longines.com/_nuxt/fonts/LonginesSansText-Regular.1d357cb.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/LonginesSansText-Regular.1d357cb.woff	(from https://zulu.longines.com/)
17:31:31	59860/59860	---M--	200	added ('OK')	font/woff2	etag:%2264ade04e-e9d4%22	https://zulu.longines.com/_nuxt/fonts/OpenSans-Light.c320c26.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/OpenSans-Light.c320c26.woff2	(from https://zulu.longines.com/)
17:31:31	79980/79980	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-1386c%22	https://zulu.longines.com/_nuxt/fonts/OpenSans-Light.a6f9c29.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/OpenSans-Light.a6f9c29.woff	(from https://zulu.longines.com/)
17:31:32	59980/59980	---M--	200	added ('OK')	font/woff2	etag:%2264ade04e-ea4c%22	https://zulu.longines.com/_nuxt/fonts/OpenSans-SemiBold.a7e5d5e.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/OpenSans-SemiBold.a7e5d5e.woff2	(from https://zulu.longines.com/)
17:31:32	60080/60080	---M--	200	added ('OK')	font/woff2	etag:%226450e251-eab0%22	https://zulu.longines.com/_nuxt/fonts/OpenSans-Regular.3ef06ba.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/OpenSans-Regular.3ef06ba.woff2	(from https://zulu.longines.com/)
17:31:32	80132/80132	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-13904%22	https://zulu.longines.com/_nuxt/fonts/OpenSans-SemiBold.ad9bc43.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/OpenSans-SemiBold.ad9bc43.woff	(from https://zulu.longines.com/)
17:31:33	29912/29912	---M--	200	added ('OK')	font/woff2	etag:%226450e251-74d8%22	https://zulu.longines.com/_nuxt/fonts/EditorialNew-Ultralight.fa160eb.woff2	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/EditorialNew-Ultralight.fa160eb.woff2	(from https://zulu.longines.com/)
17:31:33	80224/80224	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-13960%22	https://zulu.longines.com/_nuxt/fonts/OpenSans-Regular.6c5acfa.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/OpenSans-Regular.6c5acfa.woff	(from https://zulu.longines.com/)
17:31:33	40396/40396	---M--	200	added ('OK')	font/woff	etag:%2264ade04e-9dcc%22	https://zulu.longines.com/_nuxt/fonts/EditorialNew-Ultralight.162144a.woff	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/fonts/EditorialNew-Ultralight.162144a.woff	(from https://zulu.longines.com/)
17:31:34	6088/6088	---M--	200	added ('OK')	image/png	etag:%2264ade04e-17c8%22	https://zulu.longines.com/images/menu-bg.png	C:/My%20Web%20Sites/reloj/zulu.longines.com/images/menu-bg.png	(from https://zulu.longines.com/)
17:31:34	800/800	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264ade056-320%22	https://zulu.longines.com/_nuxt/static/1689116749/state.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/static/1689116749/state.js	(from https://zulu.longines.com/)
17:31:34	87/87	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264ade056-57%22	https://zulu.longines.com/_nuxt/static/1689116749/payload.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/static/1689116749/payload.js	(from https://zulu.longines.com/)
17:31:34	1913/1913	---M-Z	200	added ('OK')	application/javascript	etag:W/%2264ade05b-779%22	https://zulu.longines.com/_nuxt/static/1689116749/manifest.js	C:/My%20Web%20Sites/reloj/zulu.longines.com/_nuxt/static/1689116749/manifest.js	(from https://zulu.longines.com/)
17:31:35	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/ak.m	C:/My%20Web%20Sites/reloj/zulu.longines.com/ak.m	(from https://zulu.longines.com/)
17:31:36	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/ak.t	C:/My%20Web%20Sites/reloj/zulu.longines.com/ak.t	(from https://zulu.longines.com/)
17:31:36	344321/344321	---M--	200	added ('OK')	image/gif	etag:%226450e251-54101%22	https://zulu.longines.com/images/globe.gif	C:/My%20Web%20Sites/reloj/zulu.longines.com/images/globe.gif	(from https://zulu.longines.com/)
17:31:36	794724/794724	---M--	200	added ('OK')	image/gif	etag:%2264ade04e-c2064%22	https://zulu.longines.com/images/plane-1.gif	C:/My%20Web%20Sites/reloj/zulu.longines.com/images/plane-1.gif	(from https://zulu.longines.com/)
17:31:36	735532/735532	---M--	200	added ('OK')	image/gif	etag:%226447c33a-b392c%22	https://zulu.longines.com/images/plane-2.gif	C:/My%20Web%20Sites/reloj/zulu.longines.com/images/plane-2.gif	(from https://zulu.longines.com/)
17:31:37	725396/725396	---M--	200	added ('OK')	image/gif	etag:%226447c33a-b1194%22	https://zulu.longines.com/images/plane-3.gif	C:/My%20Web%20Sites/reloj/zulu.longines.com/images/plane-3.gif	(from https://zulu.longines.com/)
17:31:37	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-1-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-1-url	(from https://zulu.longines.com/)
17:31:37	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-2-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-2-url	(from https://zulu.longines.com/)
17:31:38	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-3-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-3-url	(from https://zulu.longines.com/)
17:31:39	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-1-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-1-url	(from https://zulu.longines.com/)
17:31:39	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-2-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-2-url	(from https://zulu.longines.com/)
17:31:39	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-3-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-3-url	(from https://zulu.longines.com/)
17:31:40	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-4-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-4-url	(from https://zulu.longines.com/)
17:31:41	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-5-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-5-url	(from https://zulu.longines.com/)
17:31:41	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-6-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-6-url	(from https://zulu.longines.com/)
17:31:41	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-url	(from https://zulu.longines.com/)
17:31:44	1790325/1790325	---MCZ	500	error ('Internal%20Server%20Error')	text/html	etag:%22e80cc44c3d695e6c4513bc6e7cd0f15f:1681453606.852963%22	https://www.longines.com/_next/static/public/images/bg-vintage-watches.jpg	C:/My%20Web%20Sites/reloj/www.longines.com/_next/static/public/images/bg-vintage-watches.35.delayed	(from https://www.longines.com/_next/static/external/index.css)
17:33:01	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/ak.m	C:/My%20Web%20Sites/reloj/zulu.longines.com/ak.html	(from https://zulu.longines.com/)
17:33:01	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-1-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-1-url.html	(from https://zulu.longines.com/)
17:33:04	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/ak.t	C:/My%20Web%20Sites/reloj/zulu.longines.com/ak-2.html	(from https://zulu.longines.com/)
17:33:05	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-2-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-2-url.html	(from https://zulu.longines.com/)
17:34:23	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-3-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-3-url.html	(from https://zulu.longines.com/)
17:34:23	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-1-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-1-url.html	(from https://zulu.longines.com/)
17:34:26	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-2-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-2-url.html	(from https://zulu.longines.com/)
17:34:26	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-3-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-3-url.html	(from https://zulu.longines.com/)
17:35:44	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-4-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-4-url.html	(from https://zulu.longines.com/)
17:35:45	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-5-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-5-url.html	(from https://zulu.longines.com/)
17:35:47	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-6-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-6-url.html	(from https://zulu.longines.com/)
17:35:47	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-url.html	(from https://zulu.longines.com/)
17:37:05	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/ak.m	C:/My%20Web%20Sites/reloj/zulu.longines.com/ak.html	(from https://zulu.longines.com/)
17:37:06	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/ak.t	C:/My%20Web%20Sites/reloj/zulu.longines.com/ak-2.html	(from https://zulu.longines.com/)
17:37:08	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-1-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-1-url.html	(from https://zulu.longines.com/)
17:37:09	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-2-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-2-url.html	(from https://zulu.longines.com/)
17:38:26	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-showcase-3-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-showcase-3-url.html	(from https://zulu.longines.com/)
17:38:28	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-1-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-1-url.html	(from https://zulu.longines.com/)
17:38:30	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-2-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-2-url.html	(from https://zulu.longines.com/)
17:38:30	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-3-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-3-url.html	(from https://zulu.longines.com/)
17:39:48	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-4-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-4-url.html	(from https://zulu.longines.com/)
17:39:48	0/-1	---M--	500	error ('')			https://www.longines.com/_next/static/public/images/bg-vintage-watches.jpg	C:/My%20Web%20Sites/reloj/www.longines.com/_next/static/public/images/bg-vintage-watches.html	(from https://www.longines.com/_next/static/external/index.css)
17:39:48	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-5-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-5-url.html	(from https://zulu.longines.com/)
17:39:48	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-url.html	(from https://zulu.longines.com/)
17:39:48	677/677	---M--	502	error ('Bad%20Gateway')	text/html	etag:%2264ade09f-2a5%22	https://zulu.longines.com/zulu-footer-slider-watch-6-url	C:/My%20Web%20Sites/reloj/zulu.longines.com/zulu-footer-slider-watch-6-url.html	(from https://zulu.longines.com/)
17:39:48	0/-1	---M--	500	error ('')			https://www.longines.com/_next/static/public/images/bg-vintage-watches.jpg	C:/My%20Web%20Sites/reloj/www.longines.com/_next/static/public/images/bg-vintage-watches.html	(from https://www.longines.com/_next/static/external/index.css)
